Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
JournalMotors,sedan,4,2003,"73,890 SAR",2005,"43,812 SAR",70354,8840.0mpl,2WD,STANDARD,Madinah,8,-2,Silver,individual,0
JournalMotors,crossover,4,2002,"146,043 SAR",2007,"68,177 SAR",36050,9930.0mpl,4WD,premium,Dhahran,10,3,White,company,1
Shevy,suv,4,1998,,2005,"45,061 SAR",141395,5.07,2WD,standard,Riyadh,12,-2,White,individual,1
BeEmW,sedan,4,2005,,2011,"46,010 SAR",87783,3.82,2WD,PREMIUM,Madinah,9,1,Red Color,company,0
JournalMotors,sedan,8,2003,,2008,"39,421 SAR",38289,6.05,4WD,standard,Riyadh,4,-3,Gray Color,individual,0
Toyoda,sedan,4,1994,"63,595 SAR",1997,"43,441 SAR",33823,11.97,4WD,standard,Makkah,7,-5,Blue,individual,0
Honta,sedan,4,2006,"67,211 SAR",2011,"40,366 SAR",121426,16820.0mpl,4WD,standard,Jeddah,3,2,Black,individual,0
Shevy,sedan,4,1991,"58,262 SAR",1998,"24,907 SAR",87893,10980.0mpl,2WD,standard,Madinah,7,-5,Gray Color,individual,0
Honta,suv,4,1998,"86,046 SAR",2000,"56,390 SAR",98063,11.98,4WD,standard,Riyadh,8,3,Black,company,0
Masda,crossover,4,2008,"69,926 SAR",2014,"34,526 SAR",279911,15.81,2WD,standard,Jeddah,8,2,White Color,company,0
JournalMotors,sedan,6,2006,,2013,"33,521 SAR",155306,4.48,2WD,STANDARD,Jeddah,11,2,Gray,company,0
Masda,sedan,8,2002,"62,093 SAR",2007,"33,902 SAR",117980,6160.0mpl,4WD,standard,Jeddah,2,-2,Brown,individual,0
Huendae,crossover,4,2005,"65,893 SAR",2011,"31,134 SAR",51671,13730.0mpl,2WD,standard,Madinah,8,1,Red,company,0
Toyoda,sedan,4,2003,"63,334 SAR",2012,"25,237 SAR",161184,22.81,2WD,standard,Madinah,2,2,Gray,individual,1
Shevy,suv,4,2004,,2013,"28,997 SAR",58104,3.92,2WD,STANDARD,Madinah,5,3,White,individual,0
Nesshan,sedan,4,2001,"50,729 SAR",2006,"28,792 SAR",104008,19.47,2WD,standard,Jeddah,7,2,Color Black,individual,1
Huendae,suv,4,2000,"74,602 SAR",2003,"51,182 SAR",64543,15970.0mpl,2WD,STANDARD,Dammam,8,-5,Black,individual,0
Shevy,suv,8,2003,,2004,"100,829 SAR",40839,2.19,2WD,premium,Makkah,4,3,White,individual,0
Fourd,suv,4,1992,"89,141 SAR",2000,"22,807 SAR",373001,6.04,2WD,standard,Dhahran,7,1,White,individual,1
Toyoda,sedan,4,1995,"75,678 SAR",1996,"59,528 SAR",36985,11.07,2WD,premium,Madinah,9,1,Gray,individual,0
Huendae,sedan,4,2004,"53,834 SAR",2010,"27,980 SAR",59371,20.19,2WD,standard,Dammam,9,-2,Brown,individual,0
JournalMotors,sedan,4,1994,,1999,"26,114 SAR",99427,5700.0mpl,2WD,standard,Madinah,4,4,Silver,individual,0
Fourd,suv,4,2004,"113,052 SAR",2013,"28,997 SAR",198727,5.19,2WD,STANDARD,Jeddah,5,2,White,individual,0
Honta,crossover,4,2001,"85,225 SAR",2005,"52,796 SAR",44233,10400.0mpl,2WD,premium,Dammam,2,3,Gray Color,individual,0
Huendae,crossover,4,2003,"76,001 SAR",2009,"37,705 SAR",99693,14.26,4WD,standard,Makkah,4,3,White,individual,1
Huendae,sedan,8,2001,"71,021 SAR",2006,"34,899 SAR",70646,11.12,2WD,PREMIUM,Makkah,7,2,Color Black,company,0
Toyoda,sedan,6,2005,,2013,"22,733 SAR",78847,12.11,2WD,standard,Riyadh,3,1,Gray,individual,0
Toyoda,sedan,4,2003,"63,334 SAR",2004,"57,684 SAR",10655,19.45,2WD,standard,Dhahran,11,-5,White,individual,0
Shevy,suv,4,1997,,1997,"63,952 SAR",1218,9.26,2WD,standard,Makkah,3,4,Brown,company,0
Huendae,crossover,4,2000,"59,681 SAR",2003,"37,223 SAR",35095,11430.0mpl,2WD,STANDARD,Dammam,12,1,Gray Color,company,0
Honta,sedan,6,2006,"56,009 SAR",2006,"40,013 SAR",950,12980.0mpl,2WD,standard,Jeddah,7,-5,White,company,1
Honta,suv,6,2005,,2006,"69,188 SAR",9291,12.89,2WD,standard,Madinah,3,-5,Gray Color,company,0
Shevy,sedan,4,2003,,2008,"32,769 SAR",242059,6.28,2WD,standard,Madinah,4,2,Blue,individual,1
Fourd,crossover,6,2005,,2011,"43,709 SAR",245924,6.75,2WD,standard,Madinah,0,1,White,individual,1
Fourd,crossover,4,2006,"112,915 SAR",2010,"59,807 SAR",92079,5970.0mpl,4WD,standard,Dammam,11,3,Silver,individual,1
Toyoda,sedan,6,1999,"81,916 SAR",2001,"72,206 SAR",38661,14.14,2WD,premium,Dhahran,3,3,Red,individual,1
Huendae,suv,4,2007,,2013,"40,490 SAR",140950,8.77,2WD,standard,Madinah,5,3,Color Black,individual,0
Shevy,sedan,4,2006,"78,413 SAR",2010,"39,555 SAR",44356,3.44,2WD,standard,Madinah,10,3,Black,individual,0
Huendae,crossover,4,1997,"56,239 SAR",2004,"29,230 SAR",81314,16.63,2WD,standard,Jeddah,11,3,Black,individual,0
Huendae,crossover,4,1997,"56,239 SAR",2001,"34,491 SAR",67695,16200.0mpl,2WD,standard,Jeddah,7,3,Blue,company,0
Nesshan,crossover,4,2004,"77,522 SAR",2006,"55,885 SAR",80099,19.21,4WD,standard,Dammam,6,2,White Color,individual,0
Fourd,sedan,8,1993,"84,862 SAR",1997,"42,808 SAR",88080,7.01,2WD,premium,Makkah,4,3,White,individual,0
BeEmW,sedan,8,1999,"68,263 SAR",2005,"32,424 SAR",33972,5180.0mpl,2WD,standard,Makkah,3,2,Silver,individual,0
Wolksvagon,suv,4,1991,"74,908 SAR",1998,"38,764 SAR",135548,8.91,2WD,STANDARD,Dammam,7,3,Black,individual,0
Geep,suv,8,2001,,2007,"43,265 SAR",128506,4200.0mpl,2WD,STANDARD,Madinah,11,-5,Silver Color,company,0
Toyoda,suv,4,2004,,2009,"66,929 SAR",67084,15.46,2WD,STANDARD,Madinah,3,1,White,individual,1
Shevy,sedan,4,1997,"65,612 SAR",2003,"28,049 SAR",110330,8.12,2WD,standard,Jeddah,4,3,Brown,individual,0
Toyoda,sedan,4,2002,"86,930 SAR",2005,"62,680 SAR",131569,12.19,2WD,PREMIUM,Dammam,2,2,Blue,individual,0
Fourd,suv,4,2000,,2003,"58,937 SAR",66008,4560.0mpl,2WD,standard,Riyadh,6,1,Gray Color,individual,0
Masda,suv,4,1993,"77,935 SAR",1994,"62,192 SAR",19375,6.39,4WD,STANDARD,Dammam,3,4,Silver,individual,0
Toyoda,sedan,4,1991,"49,939 SAR",1998,"30,007 SAR",314298,18.16,2WD,STANDARD,Riyadh,1,2,Black,company,0
Fourd,suv,8,2002,"130,395 SAR",2005,"73,581 SAR",38857,2.11,4WD,standard,Dammam,6,2,White Color,individual,0
JournalMotors,crossover,8,1996,"92,630 SAR",2001,"41,183 SAR",98346,6.77,4WD,standard,Dammam,11,2,White,individual,0
Honta,crossover,4,2008,"97,897 SAR",2011,"74,626 SAR",56745,18900.0mpl,2WD,PREMIUM,Jeddah,1,-2,Gray Color,individual,0
Toyoda,sedan,6,1999,,2002,"35,971 SAR",153498,11550.0mpl,2WD,standard,Dhahran,7,2,White,individual,0
BeEmW,suv,4,2002,"108,662 SAR",2003,"70,608 SAR",8362,4710.0mpl,2WD,STANDARD,Riyadh,12,4,Red,company,0
Honta,suv,4,1996,,2000,"36,505 SAR",195269,10.33,2WD,standard,Dammam,7,2,Gray,individual,0
Shevy,suv,4,2004,"113,052 SAR",2008,"57,029 SAR",83543,2.92,2WD,STANDARD,Dhahran,7,2,White,individual,0
BeEmW,sedan,4,1997,"65,612 SAR",2001,"36,775 SAR",48106,5.03,2WD,standard,Makkah,3,-2,Silver,individual,0
Fourd,sedan,6,1991,,1999,"23,246 SAR",75957,5.79,2WD,premium,Riyadh,1,-2,White,individual,0
Toyoda,sedan,4,2001,,2005,"40,788 SAR",195366,21.58,2WD,standard,Madinah,5,-2,Blue,individual,1
Masda,suv,4,1995,"67,569 SAR",1999,"37,673 SAR",50608,10540.0mpl,2WD,standard,Jeddah,6,2,Red,individual,0
Shevy,suv,6,2002,"108,662 SAR",2008,"54,195 SAR",134477,6.51,2WD,STANDARD,Jeddah,1,-3,Color Black,company,1
Fourd,sedan,4,2006,"78,413 SAR",2010,"39,555 SAR",76302,7.54,2WD,standard,Riyadh,6,-3,Red,individual,0
Fourd,suv,6,2004,"113,052 SAR",2005,"81,193 SAR",50122,4.6,2WD,standard,Makkah,3,3,Color Black,individual,1
JournalMotors,sedan,4,1999,,2005,"32,424 SAR",128997,11.34,2WD,standard,Dammam,1,3,Blue,individual,0
Shevy,sedan,4,1996,"77,191 SAR",2000,"38,938 SAR",43715,5.9,4WD,standard,Jeddah,7,2,Red Color,individual,0
Honta,suv,6,1999,"87,767 SAR",2004,"45,524 SAR",244872,10750.0mpl,4WD,standard,Jeddah,0,-2,Gray,company,0
JournalMotors,sedan,4,2005,"76,875 SAR",2010,"30,760 SAR",254960,8.73,2WD,standard,Dammam,6,2,Gray,individual,0
Huendae,sedan,4,1999,"48,759 SAR",2001,"38,850 SAR",44739,17750.0mpl,2WD,standard,Dhahran,8,2,Silver,individual,1
Masda,sedan,6,2007,"57,129 SAR",2012,"28,073 SAR",111941,10.69,2WD,standard,Dhahran,6,2,Black,individual,0
Toyoda,sedan,4,1991,,1994,"37,903 SAR",23759,14540.0mpl,2WD,standard,Makkah,3,-3,Red Color,individual,0
Toyoda,crossover,4,2001,"73,050 SAR",2004,"52,395 SAR",18718,12.72,2WD,standard,Dhahran,11,2,Gray,individual,1
Shevy,suv,6,2005,"115,313 SAR",2007,"71,972 SAR",39570,4590.0mpl,2WD,standard,Jeddah,4,2,Black,individual,0
Masda,sedan,6,2000,"83,554 SAR",2005,"39,005 SAR",236780,12.85,4WD,premium,Dhahran,13,1,Black,individual,0
BeEmW,crossover,8,2006,"112,915 SAR",2009,"54,478 SAR",153877,3330.0mpl,4WD,STANDARD,Makkah,4,4,Red Color,individual,0
Shevy,sedan,8,2002,"72,441 SAR",2005,"40,992 SAR",110891,5.53,2WD,standard,Makkah,2,-3,Red Color,individual,0
Huendae,crossover,8,2001,"73,050 SAR",2005,"42,765 SAR",35858,9.97,4WD,standard,Riyadh,11,1,Blue,individual,1
Nesshan,sedan,4,2006,,2011,"28,761 SAR",231455,15.51,2WD,standard,Dammam,11,1,Red,individual,0
Geep,sedan,4,2003,"88,668 SAR",2007,"44,728 SAR",91244,9.91,4WD,STANDARD,Riyadh,8,1,Gray,individual,0
Honta,suv,6,2000,"74,602 SAR",2001,"59,219 SAR",19282,13340.0mpl,2WD,STANDARD,Riyadh,10,-2,Silver,individual,1
Masda,crossover,8,1998,"57,364 SAR",2005,"27,104 SAR",63876,12020.0mpl,2WD,standard,Makkah,9,3,Gray,company,0
Wolksvagon,sedan,4,1994,"63,595 SAR",2001,"32,910 SAR",82464,14.54,4WD,STANDARD,Dammam,6,3,Blue,individual,0
Fourd,suv,8,2007,"119,972 SAR",2011,"60,519 SAR",40097,3.4,2WD,STANDARD,Madinah,12,2,Black,individual,0
BeEmW,sedan,4,1999,"81,916 SAR",2002,"46,225 SAR",57437,13.39,4WD,standard,Jeddah,13,2,Red Color,individual,0
BeEmW,crossover,4,1999,"81,916 SAR",2004,"40,466 SAR",55963,6.67,2WD,STANDARD,Jeddah,2,-5,Red,company,0
Fourd,crossover,4,2001,"119,316 SAR",2006,"53,047 SAR",108721,5410.0mpl,2WD,premium,Riyadh,4,-2,Color Black,individual,0
Toyoda,suv,8,2006,,2011,"75,963 SAR",121049,6.85,4WD,standard,Makkah,3,1,Black,individual,1
JournalMotors,sedan,4,2000,"69,628 SAR",2002,"48,287 SAR",20108,13.11,2WD,standard,Riyadh,2,2,Color Blue,company,0
Honta,suv,4,2003,,2008,"38,903 SAR",51274,12.7,2WD,STANDARD,Jeddah,13,1,White Color,individual,0
Toyoda,crossover,4,1996,,2001,"59,824 SAR",116377,13.29,4WD,premium,Madinah,9,1,Gray,individual,0
Shevy,crossover,4,1999,"81,916 SAR",2001,"51,127 SAR",48849,7.23,2WD,standard,Makkah,9,2,Gray,company,0
Shevy,suv,4,2001,"178,974 SAR",2004,"111,936 SAR",123425,7.91,4WD,premium,Dhahran,2,2,Gray,company,1
Huendae,suv,4,2008,"87,408 SAR",2014,"45,889 SAR",106156,9290.0mpl,2WD,standard,Dhahran,3,2,Black,individual,0
Fourd,suv,4,1998,"100,387 SAR",2002,"50,640 SAR",67766,5.22,2WD,standard,Dammam,6,-2,Silver Color,individual,0
Huendae,sedan,8,2007,"57,129 SAR",2012,"31,192 SAR",42157,10.07,2WD,STANDARD,Makkah,2,3,Gray,individual,0
JournalMotors,crossover,4,1995,"105,949 SAR",1998,"66,430 SAR",67805,6860.0mpl,2WD,PREMIUM,Jeddah,2,-3,Black,individual,0
Geep,sedan,6,1998,"93,695 SAR",2002,"55,141 SAR",96882,6760.0mpl,2WD,premium,Dammam,3,-3,White Color,individual,1
JournalMotors,crossover,6,1998,"80,310 SAR",2001,"52,872 SAR",28411,3900.0mpl,2WD,standard,Dammam,2,1,Silver,individual,1
Masda,sedan,4,1991,"41,616 SAR",1995,"23,203 SAR",42895,14320.0mpl,2WD,standard,Makkah,5,2,Black,individual,0
Masda,suv,8,2004,"96,902 SAR",2010,"45,671 SAR",274005,6.07,4WD,standard,Dammam,8,2,Red,individual,1
Toyoda,sedan,4,2005,"65,893 SAR",2011,"37,509 SAR",112240,21.4,2WD,standard,Madinah,12,3,White,company,0
Toyoda,suv,4,2002,"93,139 SAR",2005,"66,804 SAR",25652,13.69,2WD,STANDARD,Dammam,5,-5,Red,individual,1
Nesshan,suv,8,2000,,2004,"43,674 SAR",34140,8.04,2WD,standard,Jeddah,7,2,White,individual,1
Nesshan,suv,4,2001,,2007,"50,336 SAR",37934,11260.0mpl,2WD,premium,Makkah,11,1,White,individual,0
Fourd,suv,4,2003,"155,170 SAR",2007,"86,972 SAR",85684,2.62,2WD,premium,Madinah,3,3,Gray Color,company,0
JournalMotors,sedan,6,2006,"78,413 SAR",2010,"39,555 SAR",43792,9.43,2WD,STANDARD,Dhahran,10,-3,Red,individual,0
Toyoda,crossover,6,2004,"77,522 SAR",2007,"50,307 SAR",127596,11.5,2WD,STANDARD,Makkah,6,-2,White,company,0
JournalMotors,suv,4,2000,,2005,"46,319 SAR",86933,4.38,2WD,standard,Dammam,7,-3,Silver,individual,1
Huendae,crossover,6,1996,,2003,"30,248 SAR",269382,15.86,2WD,standard,Jeddah,2,3,Color Blue,individual,0
Honta,sedan,4,2003,"63,334 SAR",2009,"31,421 SAR",305910,11160.0mpl,4WD,standard,Makkah,1,1,Black,individual,1
Shevy,suv,8,2002,,2009,"46,453 SAR",155197,3.62,2WD,standard,Dammam,11,2,Red,company,0
Toyoda,sedan,4,2005,"92,251 SAR",2010,"49,649 SAR",86509,13.82,2WD,PREMIUM,Riyadh,11,1,Gray Color,individual,0
Wolksvagon,sedan,4,1999,,2007,"18,167 SAR",164316,11.81,2WD,standard,Makkah,9,2,Brown,individual,0
Toyoda,suv,4,1996,"82,705 SAR",2000,"50,503 SAR",33013,9060.0mpl,2WD,standard,Jeddah,4,-2,White,individual,0
Honta,sedan,6,2002,"62,093 SAR",2005,"42,600 SAR",68516,23.08,4WD,STANDARD,Madinah,7,-5,Black,company,0
Wolksvagon,crossover,8,1998,"68,837 SAR",2000,"46,808 SAR",105007,8.14,2WD,standard,Riyadh,8,-2,Red Color,individual,0
BeEmW,suv,4,2007,"167,961 SAR",2013,"79,781 SAR",119932,5.22,2WD,premium,Dammam,3,2,White,individual,0
JournalMotors,suv,4,1999,"172,024 SAR",2003,"86,777 SAR",36195,7.3,4WD,PREMIUM,Dhahran,12,-2,Silver Color,company,0
Toyoda,sedan,4,2001,,2004,"60,989 SAR",34164,18.14,4WD,STANDARD,Riyadh,1,2,White,individual,0
Shevy,crossover,6,2001,"85,225 SAR",2007,"34,612 SAR",231116,6.11,2WD,standard,Dammam,9,-5,Brown,individual,0
Honta,suv,6,2007,"85,694 SAR",2009,"59,116 SAR",20987,14.5,2WD,STANDARD,Madinah,5,3,Brown,individual,0
JournalMotors,sedan,4,1994,"74,194 SAR",1999,"32,986 SAR",102433,8820.0mpl,4WD,standard,Makkah,6,2,Brown,individual,0
Wolksvagon,crossover,6,1998,"68,837 SAR",2003,"36,955 SAR",214382,6.99,2WD,standard,Madinah,4,-3,White,individual,1
Toyoda,suv,4,2003,"95,002 SAR",2007,"60,913 SAR",84522,10.9,2WD,standard,Jeddah,10,3,Blue,individual,1
Nesshan,sedan,4,2006,"94,096 SAR",2013,"54,340 SAR",61416,22.26,4WD,premium,Riyadh,2,1,Silver,individual,0
Shevy,sedan,4,2005,"76,875 SAR",2009,"38,779 SAR",87119,10640.0mpl,2WD,standard,Dhahran,7,2,White Color,individual,0
Shevy,crossover,4,2006,"94,096 SAR",2011,"43,926 SAR",85260,10.36,2WD,standard,Jeddah,6,-3,Gray Color,individual,1
Huendae,sedan,4,2006,"56,009 SAR",2008,"49,585 SAR",18678,23350.0mpl,2WD,standard,Riyadh,1,-3,Brown,individual,1
Mercetes,sedan,4,2005,"129,151 SAR",2012,"57,972 SAR",173024,9.12,4WD,premium,Riyadh,6,-5,Black,individual,1
Wolksvagon,crossover,8,2005,"79,072 SAR",2007,"62,729 SAR",24041,9.54,2WD,STANDARD,Dhahran,4,3,White Color,company,1
Wolksvagon,suv,6,2001,"127,838 SAR",2001,"95,264 SAR",898,4.33,2WD,premium,Riyadh,8,2,Brown,individual,0
JournalMotors,crossover,4,2000,"140,371 SAR",2005,"69,343 SAR",120537,10.32,4WD,premium,Dhahran,1,-2,Silver Color,individual,0
JournalMotors,suv,6,2001,"106,532 SAR",2002,"72,867 SAR",10114,4680.0mpl,2WD,standard,Dhahran,10,2,Red Color,individual,0
Honta,suv,4,1996,,2004,"25,791 SAR",80508,17.35,4WD,STANDARD,Makkah,7,-3,Color Blue,individual,0
Toyoda,sedan,4,1997,"78,735 SAR",2001,"52,887 SAR",87877,21030.0mpl,2WD,PREMIUM,Makkah,4,-3,Black,individual,0
Toyoda,sedan,6,1997,,2004,"29,103 SAR",79740,13000.0mpl,2WD,STANDARD,Jeddah,13,2,Red,company,0
Fourd,suv,4,1992,"89,141 SAR",2000,"21,721 SAR",334567,9050.0mpl,2WD,standard,Madinah,11,2,Black,individual,0
Fourd,sedan,4,2006,"78,413 SAR",2011,"34,862 SAR",99201,5.58,2WD,STANDARD,Riyadh,12,2,Gray Color,individual,0
Shevy,sedan,6,2002,"72,441 SAR",2008,"32,516 SAR",143050,2.81,2WD,STANDARD,Dammam,9,2,Gray,individual,1
JournalMotors,sedan,8,2004,,2007,"40,403 SAR",107284,4.42,2WD,standard,Makkah,12,3,Red Color,individual,0
JournalMotors,sedan,8,2005,"76,875 SAR",2009,"38,779 SAR",74921,5.22,2WD,standard,Makkah,10,-2,Black,company,0
Huendae,sedan,4,1997,"46,866 SAR",1998,"38,973 SAR",21827,15.09,2WD,STANDARD,Jeddah,11,3,Blue,individual,0
Fourd,crossover,4,1998,"80,310 SAR",2005,"32,615 SAR",291085,6.53,2WD,standard,Riyadh,5,2,Gray,individual,0
Nesshan,suv,4,2004,,2008,"52,277 SAR",38904,18990.0mpl,2WD,STANDARD,Dammam,2,-5,Silver,individual,0
Honta,suv,4,2001,,2006,"37,392 SAR",102706,10120.0mpl,2WD,standard,Madinah,5,1,White,individual,0
Shevy,suv,4,1999,"122,874 SAR",2002,"65,870 SAR",125050,4400.0mpl,4WD,standard,Dammam,4,1,Red,individual,0
Shevy,suv,8,2004,"113,052 SAR",2010,"53,699 SAR",54206,3.53,2WD,standard,Dammam,2,3,White,individual,0
Shevy,suv,4,2005,"161,439 SAR",2008,"91,100 SAR",29729,4920.0mpl,2WD,PREMIUM,Dammam,4,3,Color Black,individual,0
Fourd,crossover,6,1997,"132,275 SAR",1999,"82,559 SAR",34798,6.9,4WD,premium,Madinah,6,-2,Black,individual,0
Huendae,sedan,6,1997,"65,612 SAR",2000,"42,763 SAR",107332,17370.0mpl,2WD,premium,Riyadh,4,3,Black,individual,0
JournalMotors,crossover,4,1999,"81,916 SAR",2004,"40,466 SAR",110487,8020.0mpl,2WD,STANDARD,Jeddah,3,2,Red,individual,0
JournalMotors,suv,4,2005,"193,727 SAR",2011,"92,020 SAR",47882,5.95,4WD,premium,Madinah,1,-2,White Color,individual,0
Wolksvagon,sedan,8,2004,,2009,"34,768 SAR",99335,9580.0mpl,2WD,standard,Makkah,7,-5,Color Black,individual,0
JournalMotors,sedan,4,2005,,2007,"89,342 SAR",94046,4.98,4WD,premium,Riyadh,1,3,White,individual,1
Honta,suv,4,2003,"79,168 SAR",2008,"36,865 SAR",203012,11.6,2WD,standard,Riyadh,7,4,Silver,individual,1
JournalMotors,suv,4,2004,,2010,"71,045 SAR",60922,7.28,2WD,premium,Jeddah,9,-2,Red,individual,1
JournalMotors,sedan,4,2005,"92,251 SAR",2008,"57,841 SAR",32031,5140.0mpl,4WD,standard,Dammam,1,-5,Red,company,0
Masda,sedan,4,2006,"67,211 SAR",2009,"46,577 SAR",25013,13080.0mpl,4WD,standard,Makkah,0,2,Blue,individual,0
Masda,sedan,4,1998,"47,803 SAR",2006,"14,907 SAR",66948,20330.0mpl,2WD,standard,Jeddah,11,1,Color Black,individual,0
Honta,sedan,4,2003,"52,779 SAR",2009,"27,431 SAR",85305,18.87,2WD,standard,Madinah,9,2,Black,individual,0
Shevy,suv,8,1999,,2001,"76,691 SAR",22890,2.76,4WD,STANDARD,Makkah,13,1,Black,company,0
Fourd,suv,4,2001,"106,532 SAR",2007,"48,072 SAR",77425,5680.0mpl,2WD,standard,Riyadh,2,4,Blue,individual,0
Wolksvagon,suv,6,2001,,2006,"54,605 SAR",98587,7510.0mpl,2WD,standard,Jeddah,3,-2,Silver,individual,0
Huendae,suv,8,2002,"77,616 SAR",2008,"36,673 SAR",55089,7880.0mpl,2WD,standard,Dhahran,5,-2,Black,individual,0
JournalMotors,suv,6,1992,"106,969 SAR",1999,"45,729 SAR",117206,4.74,4WD,standard,Riyadh,5,2,Black,individual,0
Nesshan,crossover,4,1992,"61,125 SAR",2001,"16,462 SAR",100076,14.02,4WD,standard,Dammam,12,4,Gray,individual,0
Geep,suv,4,1999,"143,353 SAR",2004,"67,275 SAR",214280,5020.0mpl,2WD,PREMIUM,Madinah,0,1,Blue,individual,0
Shevy,sedan,4,2004,,2007,"49,618 SAR",60323,5.66,2WD,STANDARD,Dammam,3,1,Gray Color,individual,1
Masda,sedan,4,2004,,2009,"38,799 SAR",90574,16.33,4WD,STANDARD,Dammam,3,3,White,individual,0
Fourd,suv,4,1996,"162,102 SAR",2002,"65,833 SAR",222767,4.04,4WD,premium,Jeddah,10,-3,Gray,individual,0
Masda,sedan,4,2006,"67,211 SAR",2011,"40,266 SAR",106643,24.52,4WD,standard,Dammam,3,4,Gray,individual,1
Huendae,sedan,4,2003,,2004,"74,481 SAR",21901,10.86,4WD,premium,Riyadh,1,2,Silver,company,0
Toyoda,crossover,6,2003,"76,001 SAR",2006,"57,684 SAR",38329,11.1,2WD,standard,Jeddah,1,3,Black,individual,0
Nesshan,sedan,6,1998,"66,925 SAR",2003,"36,175 SAR",105485,19.78,2WD,premium,Dammam,6,3,Color Black,individual,0
Toyoda,sedan,6,1999,"58,511 SAR",2003,"39,699 SAR",78614,11.57,2WD,STANDARD,Jeddah,2,2,Color Blue,individual,0
Shevy,suv,4,2005,,2011,"46,831 SAR",119138,4.82,2WD,STANDARD,Jeddah,13,4,Black,individual,0
Fourd,sedan,6,2001,"71,021 SAR",2009,"18,171 SAR",151683,5.19,2WD,standard,Jeddah,4,4,Silver,individual,1
Wolksvagon,sedan,4,1993,"87,287 SAR",1996,"65,588 SAR",50455,16.49,4WD,premium,Riyadh,4,-2,Gray,individual,0
Shevy,crossover,6,2003,"124,136 SAR",2008,"55,052 SAR",240686,5.49,2WD,premium,Dhahran,4,2,Black,individual,1
Toyoda,suv,6,2009,,2013,"91,464 SAR",37899,8.29,2WD,premium,Makkah,11,1,Black,individual,0
Geep,suv,6,2005,"115,313 SAR",2008,"72,301 SAR",31328,2830.0mpl,2WD,standard,Dhahran,3,3,Color Black,company,0
BeEmW,suv,4,2002,"130,395 SAR",2006,"62,488 SAR",164034,3.99,4WD,standard,Dammam,10,2,Black,individual,0
Shevy,sedan,8,1997,,2002,"29,098 SAR",208582,4090.0mpl,2WD,standard,Makkah,8,3,Gray Color,individual,1
JournalMotors,crossover,4,2004,"108,530 SAR",2007,"55,272 SAR",146126,5.71,4WD,standard,Jeddah,5,-5,Color Black,individual,0
Fourd,suv,4,2005,"115,313 SAR",2014,"29,577 SAR",149623,4200.0mpl,2WD,standard,Dammam,6,3,Color Black,individual,0
JournalMotors,crossover,8,1995,"75,678 SAR",1999,"40,084 SAR",25611,3.81,2WD,standard,Madinah,4,2,Red Color,individual,1
Masda,crossover,4,2001,"60,875 SAR",2008,"27,325 SAR",324773,12.21,2WD,standard,Makkah,9,-5,Color Black,individual,0
Shevy,suv,4,1998,"100,387 SAR",2001,"59,795 SAR",133202,3.05,2WD,STANDARD,Dhahran,2,-2,Blue,individual,0
Wolksvagon,suv,8,2006,"100,817 SAR",2014,"31,303 SAR",55997,5.59,2WD,STANDARD,Dammam,14,3,Black,individual,0
Shevy,suv,4,2005,,2009,"58,169 SAR",82468,6.94,2WD,STANDARD,Dhahran,14,2,Color Blue,individual,0
Fourd,crossover,4,2004,"108,530 SAR",2007,"58,181 SAR",120908,8.27,4WD,STANDARD,Makkah,6,3,Silver,individual,0
Toyoda,suv,4,2003,,2008,"51,130 SAR",113901,6.95,2WD,STANDARD,Jeddah,11,-3,Color Black,individual,0
Toyoda,sedan,8,2004,"64,601 SAR",2009,"33,029 SAR",184748,9.43,2WD,standard,Makkah,12,2,Color Black,individual,0
Toyoda,suv,4,1998,"103,255 SAR",2004,"53,434 SAR",51214,7.11,4WD,standard,Madinah,10,2,Silver,company,0
JournalMotors,sedan,4,1999,"68,263 SAR",2002,"38,520 SAR",65665,13400.0mpl,2WD,STANDARD,Jeddah,4,-5,Gray,individual,0
JournalMotors,suv,4,2001,,2005,"56,427 SAR",36549,4.74,2WD,STANDARD,Makkah,6,3,Gray,individual,1
Fourd,suv,4,1993,"90,924 SAR",1996,"48,742 SAR",58938,6.46,2WD,STANDARD,Dammam,6,4,Gray,individual,0
Nesshan,sedan,6,1997,"56,239 SAR",2004,"29,230 SAR",136289,17490.0mpl,4WD,standard,Riyadh,5,3,Red Color,individual,0
Toyoda,crossover,4,1998,"68,837 SAR",2000,"57,788 SAR",22129,14060.0mpl,2WD,standard,Dhahran,0,-2,White,individual,0
Fourd,suv,4,2006,,2012,"50,282 SAR",131373,5.13,2WD,standard,Dhahran,8,-3,Gray,individual,0
Huendae,crossover,4,2000,,2006,"31,019 SAR",111951,17960.0mpl,2WD,standard,Riyadh,5,1,Gray,company,0
Masda,sedan,4,2000,"49,734 SAR",2003,"32,742 SAR",100691,9.4,2WD,standard,Madinah,1,1,Gray Color,individual,0
Masda,suv,4,2004,,2009,"47,498 SAR",103497,12820.0mpl,4WD,standard,Riyadh,6,4,White Color,individual,1
JournalMotors,suv,4,2007,,2011,"57,493 SAR",154531,2.9,2WD,STANDARD,Makkah,9,2,Gray Color,individual,0
Masda,crossover,4,2000,,2005,"29,327 SAR",102187,12.24,2WD,standard,Riyadh,7,2,Black,company,0
