Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Fourd,suv,4,2002,"130,395 SAR",2008,"50,308 SAR",278960,5.91,4WD,standard,Makkah,6,4,White,individual,0
Mercetes,suv,4,1994,"111,291 SAR",1999,"49,356 SAR",199232,2.52,4WD,standard,Dhahran,6,1,Red,individual,1
Shevy,sedan,6,2000,"69,628 SAR",2002,"41,285 SAR",76521,3.75,2WD,standard,Makkah,11,2,Black,company,0
Masda,sedan,4,1999,"58,511 SAR",2006,"31,931 SAR",152015,16.08,4WD,standard,Dhahran,11,1,Black,individual,1
Nesshan,suv,4,2002,"77,616 SAR",2010,"22,994 SAR",347716,17.07,2WD,standard,Jeddah,6,2,Red,individual,0
Fourd,sedan,8,1994,"74,194 SAR",1997,"39,774 SAR",110369,3.22,4WD,standard,Riyadh,9,2,Black,individual,0
Shevy,suv,6,2004,"158,274 SAR",2008,"84,276 SAR",187189,3.07,2WD,premium,Makkah,1,1,Black,individual,0
Mercetes,suv,6,1997,"98,419 SAR",2004,"44,177 SAR",151333,6.63,2WD,standard,Dammam,4,2,Gray,individual,1
Nesshan,sedan,8,1994,"44,163 SAR",2002,"13,146 SAR",66950,8.47,2WD,standard,Makkah,6,3,Silver,individual,1
Toyoda,crossover,6,2003,"106,402 SAR",2006,"80,557 SAR",140838,10.7,2WD,premium,Madinah,3,2,White,individual,1
JournalMotors,sedan,4,1999,"81,916 SAR",2001,"53,833 SAR",74931,11.26,4WD,standard,Dhahran,3,4,Silver,individual,1
Fourd,crossover,8,2006,"94,096 SAR",2013,"44,695 SAR",113395,3.31,2WD,standard,Dammam,3,1,Black,individual,0
JournalMotors,crossover,4,2003,"88,668 SAR",2007,"44,616 SAR",135093,6.71,2WD,standard,Makkah,6,1,White,individual,1
Fourd,sedan,6,2006,"78,413 SAR",2012,"33,521 SAR",81744,3.75,2WD,standard,Makkah,7,1,Gray,individual,0
Masda,sedan,8,2004,"75,368 SAR",2007,"46,889 SAR",140534,7.78,2WD,premium,Jeddah,4,1,White,individual,1
Nesshan,suv,4,2000,"74,602 SAR",2009,"23,499 SAR",177608,10.34,2WD,standard,Makkah,2,3,Silver,individual,0
Shevy,sedan,4,2005,"76,875 SAR",2009,"43,088 SAR",86331,8.04,2WD,standard,Dhahran,3,1,Black,company,0
Honta,sedan,8,2001,"60,875 SAR",2004,"37,872 SAR",140972,14.26,4WD,standard,Riyadh,12,1,Gray,individual,1
Toyoda,suv,4,2000,"89,522 SAR",2003,"58,094 SAR",71179,9.64,2WD,standard,Jeddah,10,4,Blue,individual,0
Mercetes,crossover,4,2001,"119,316 SAR",2004,"63,963 SAR",129968,5.76,2WD,premium,Madinah,7,2,Blue,company,0
Fourd,suv,4,1992,"106,969 SAR",1997,"45,067 SAR",225907,4.71,4WD,standard,Dammam,5,4,White,individual,1
JournalMotors,suv,6,2000,"125,332 SAR",2007,"53,579 SAR",58197,6.36,4WD,standard,Dhahran,8,1,Gray,individual,0
Shevy,sedan,4,2001,"71,021 SAR",2006,"33,154 SAR",33932,9.76,2WD,standard,Madinah,7,2,Silver,individual,1
Huendae,crossover,4,1999,"81,916 SAR",2003,"43,388 SAR",169468,10.21,2WD,premium,Makkah,6,1,Black,individual,0
JournalMotors,sedan,6,2002,"72,441 SAR",2004,"50,237 SAR",32091,6.83,2WD,standard,Riyadh,2,2,Brown,individual,0
Shevy,suv,4,2004,"158,274 SAR",2010,"71,045 SAR",60306,5.72,2WD,premium,Dhahran,4,2,White,individual,1
Toyoda,crossover,8,2005,"94,886 SAR",2006,"78,565 SAR",16720,9.94,4WD,standard,Madinah,4,2,Black,individual,0
Honta,sedan,4,2003,"63,334 SAR",2008,"35,946 SAR",45030,20.63,4WD,standard,Makkah,5,2,Black,individual,1
Huendae,suv,4,1998,"100,387 SAR",2002,"62,034 SAR",150498,7.59,2WD,premium,Makkah,2,3,Brown,company,1
Nesshan,suv,4,2004,"80,752 SAR",2007,"50,239 SAR",132732,12.88,2WD,standard,Dammam,5,2,Black,company,1
Masda,suv,4,2000,"74,602 SAR",2006,"39,166 SAR",72941,8.73,2WD,standard,Dammam,3,1,Gray,individual,0
Toyoda,crossover,4,2003,"76,001 SAR",2008,"40,494 SAR",257573,18.77,2WD,standard,Jeddah,5,2,Silver,individual,0
Toyoda,suv,4,2002,"93,139 SAR",2006,"56,875 SAR",25328,8.16,2WD,standard,Riyadh,6,2,Gray,individual,0
Shevy,crossover,4,1998,"96,372 SAR",2001,"54,246 SAR",62821,8.81,4WD,standard,Dhahran,6,4,Blue,individual,1
Nesshan,suv,4,2004,"96,902 SAR",2011,"45,786 SAR",67482,11.71,4WD,standard,Dhahran,4,2,White,company,0
JournalMotors,suv,6,2002,"130,395 SAR",2006,"65,613 SAR",154681,5.21,4WD,standard,Dammam,11,3,Gray,individual,1
Huendae,sedan,4,2003,"63,334 SAR",2011,"19,750 SAR",89914,20.42,4WD,standard,Dammam,4,2,Black,company,0
Shevy,sedan,4,2003,"88,668 SAR",2012,"22,743 SAR",90873,3.13,4WD,standard,Jeddah,5,3,Blue,individual,0
BeEmW,suv,4,1998,"100,387 SAR",2002,"53,172 SAR",84975,4.99,2WD,standard,Dhahran,10,1,Gray,individual,1
Masda,sedan,4,1997,"46,866 SAR",2001,"33,533 SAR",84650,22.26,2WD,standard,Madinah,1,2,Gray,individual,1
Fourd,sedan,4,1998,"66,925 SAR",2005,"27,179 SAR",260339,10.42,2WD,standard,Riyadh,5,2,Black,company,0
Fourd,crossover,4,2002,"146,043 SAR",2003,"104,888 SAR",16778,6.17,4WD,premium,Riyadh,9,2,Red,individual,1
Nesshan,suv,6,1996,"68,921 SAR",2001,"35,561 SAR",96464,11.94,2WD,standard,Dhahran,10,3,Red,individual,1
JournalMotors,suv,4,2006,"117,620 SAR",2012,"47,768 SAR",270885,6.41,2WD,standard,Madinah,8,1,Black,company,0
Huendae,sedan,4,1997,"46,866 SAR",2002,"28,147 SAR",84956,25.74,2WD,standard,Jeddah,2,1,Gray,individual,0
JournalMotors,sedan,6,1996,"64,326 SAR",2003,"26,124 SAR",220800,6.13,2WD,standard,Madinah,6,1,Blue,individual,0
Shevy,sedan,4,1998,"66,925 SAR",2000,"43,859 SAR",37319,11.14,2WD,standard,Makkah,4,2,Silver,individual,1
Nesshan,crossover,8,2007,"115,173 SAR",2011,"61,003 SAR",174749,11.64,4WD,premium,Makkah,4,3,White,individual,0
Honta,crossover,6,1997,"56,239 SAR",2001,"31,356 SAR",37650,11.99,2WD,standard,Riyadh,5,1,White,individual,0
Masda,suv,4,2008,"122,372 SAR",2011,"76,323 SAR",34550,11.62,2WD,premium,Makkah,8,3,Brown,individual,0
Shevy,sedan,4,1998,"66,925 SAR",2005,"30,040 SAR",150013,9.43,2WD,standard,Madinah,4,1,White,individual,1
Shevy,sedan,4,2006,"94,096 SAR",2011,"48,807 SAR",33961,8.05,4WD,standard,Dhahran,3,2,Gray,company,1
Huendae,suv,8,2008,"104,890 SAR",2013,"51,542 SAR",92352,10.24,4WD,standard,Dammam,10,3,Red,individual,0
Nesshan,suv,8,1998,"71,705 SAR",2004,"35,762 SAR",232023,10.87,2WD,standard,Riyadh,2,1,Red,company,0
Shevy,suv,4,2002,"108,662 SAR",2009,"48,775 SAR",94900,7.23,2WD,standard,Dhahran,8,3,Black,individual,1
Honta,sedan,8,2006,"56,009 SAR",2009,"38,814 SAR",33007,14.12,2WD,standard,Jeddah,2,1,Gray,individual,0
Fourd,sedan,4,2004,"126,619 SAR",2011,"60,144 SAR",163267,8.33,4WD,premium,Madinah,3,1,Gray,individual,0
Toyoda,sedan,6,2004,"77,522 SAR",2009,"41,722 SAR",53281,8.04,4WD,standard,Jeddah,8,3,White,individual,0
Fourd,sedan,8,2002,"72,441 SAR",2007,"32,207 SAR",111777,6.71,2WD,standard,Dhahran,7,2,Gray,individual,0
Shevy,crossover,4,2007,"161,243 SAR",2009,"111,542 SAR",79531,6.11,4WD,premium,Madinah,1,3,Blue,company,1
JournalMotors,sedan,8,2002,"86,930 SAR",2006,"46,044 SAR",86220,4.11,4WD,standard,Madinah,4,3,Red,individual,1
JournalMotors,sedan,4,1998,"112,434 SAR",1999,"73,059 SAR",37106,5.83,4WD,premium,Dammam,8,3,White,individual,0
Fourd,crossover,6,2007,"95,978 SAR",2010,"60,178 SAR",61898,6.22,2WD,standard,Madinah,3,1,White,individual,0
BeEmW,sedan,4,2001,"71,021 SAR",2005,"35,826 SAR",81270,3.31,2WD,standard,Dhahran,10,1,White,individual,0
Fourd,crossover,4,2000,"116,976 SAR",2004,"59,008 SAR",94398,7.7,2WD,premium,Jeddah,5,2,Gray,individual,0
Wolksvagon,crossover,6,2005,"110,701 SAR",2012,"57,287 SAR",89342,7.61,2WD,premium,Dammam,6,2,Blue,individual,0
Masda,crossover,4,2006,"94,096 SAR",2007,"78,250 SAR",21985,18.67,2WD,premium,Riyadh,5,1,Blue,individual,0
Shevy,sedan,4,1991,"58,262 SAR",1998,"26,152 SAR",86421,6.53,2WD,standard,Jeddah,5,2,Black,individual,1
Shevy,sedan,8,1996,"108,068 SAR",2001,"45,644 SAR",240278,5.62,4WD,premium,Jeddah,7,1,Blue,individual,0
JournalMotors,sedan,8,2002,"72,441 SAR",2008,"32,689 SAR",268484,4.62,2WD,standard,Madinah,1,3,Blue,individual,0
JournalMotors,suv,6,2000,"104,443 SAR",2001,"79,178 SAR",40657,4.88,2WD,standard,Madinah,3,2,White,company,1
JournalMotors,crossover,4,1997,"94,482 SAR",2000,"53,316 SAR",57110,8.63,4WD,standard,Madinah,9,1,Red,individual,0
Toyoda,sedan,6,2002,"74,511 SAR",2007,"42,106 SAR",250472,9.59,4WD,standard,Makkah,2,2,Gray,individual,1
Nesshan,crossover,4,1999,"58,511 SAR",2008,"20,274 SAR",81260,17.39,2WD,standard,Makkah,0,3,Red,company,0
JournalMotors,sedan,8,2005,"76,875 SAR",2012,"32,864 SAR",114590,5.4,2WD,standard,Dhahran,6,2,Silver,individual,0
Geep,crossover,4,2006,"94,096 SAR",2008,"68,518 SAR",41761,10.67,2WD,standard,Dhahran,1,1,Black,individual,1
Fourd,sedan,8,1996,"64,326 SAR",2001,"30,029 SAR",117252,5.61,2WD,standard,Dhahran,5,2,White,individual,1
Toyoda,sedan,6,2006,"80,653 SAR",2013,"46,375 SAR",81548,14.03,4WD,standard,Makkah,3,3,Silver,individual,0
Huendae,sedan,8,2004,"53,834 SAR",2013,"15,261 SAR",101559,7.27,2WD,standard,Riyadh,9,3,White,individual,0
Shevy,suv,8,2003,"110,836 SAR",2003,"68,230 SAR",1350,4.06,2WD,standard,Jeddah,5,3,White,individual,0
Fourd,sedan,4,2003,"88,668 SAR",2003,"54,584 SAR",694,7.36,4WD,standard,Makkah,10,3,Silver,individual,0
Nesshan,suv,4,1996,"96,489 SAR",2002,"50,150 SAR",108010,17.11,2WD,premium,Makkah,11,1,Red,individual,0
Huendae,suv,4,2000,"74,602 SAR",2007,"39,166 SAR",88956,11.91,2WD,standard,Dammam,3,3,White,individual,0
JournalMotors,suv,4,2004,"113,052 SAR",2012,"28,997 SAR",78580,3.65,2WD,standard,Dammam,4,2,Red,individual,0
Honta,suv,4,2003,"95,002 SAR",2006,"59,252 SAR",63670,13.82,4WD,standard,Madinah,5,1,Blue,individual,0
Shevy,suv,8,2000,"104,443 SAR",2004,"50,051 SAR",157880,2.22,2WD,standard,Riyadh,8,3,Blue,company,0
Nesshan,crossover,4,2003,"76,001 SAR",2004,"73,736 SAR",21072,16.42,4WD,standard,Makkah,2,1,Silver,company,1
Shevy,sedan,4,2006,"78,413 SAR",2011,"40,672 SAR",103254,12.8,2WD,standard,Dhahran,3,2,White,company,1
Fourd,sedan,4,2006,"109,778 SAR",2012,"44,583 SAR",234747,6.44,2WD,premium,Dhahran,8,3,White,company,0
Huendae,suv,4,1993,"64,945 SAR",1995,"44,802 SAR",16337,9.02,2WD,standard,Madinah,6,2,Blue,company,0
JournalMotors,crossover,4,2003,"88,668 SAR",2003,"54,584 SAR",850,6.54,2WD,standard,Dhahran,7,3,Brown,company,0
Honta,sedan,4,2006,"67,211 SAR",2008,"48,451 SAR",72434,18.51,4WD,standard,Makkah,4,1,Blue,company,0
Honta,crossover,4,1993,"51,956 SAR",1999,"24,549 SAR",112835,13.01,2WD,standard,Dhahran,5,2,White,individual,0
Fourd,crossover,8,2003,"106,402 SAR",2010,"47,761 SAR",154939,3.74,4WD,standard,Makkah,5,2,Black,individual,1
Shevy,sedan,4,1995,"75,678 SAR",1997,"44,872 SAR",97783,9.67,4WD,standard,Dammam,8,1,Red,individual,0
Wolksvagon,suv,4,2004,"116,283 SAR",2008,"71,008 SAR",76054,10.9,4WD,standard,Madinah,6,1,Blue,individual,0
Toyoda,suv,8,2007,"102,833 SAR",2010,"70,245 SAR",51057,9.11,2WD,standard,Makkah,6,3,White,individual,0
JournalMotors,crossover,4,2006,"158,081 SAR",2010,"93,034 SAR",79319,11.44,4WD,premium,Madinah,2,2,Gray,individual,1
Wolksvagon,sedan,4,1994,"52,995 SAR",1994,"41,466 SAR",1168,10.15,2WD,standard,Riyadh,6,1,Silver,individual,1
JournalMotors,suv,4,2005,"115,313 SAR",2010,"56,964 SAR",108135,5.91,2WD,standard,Makkah,3,1,Brown,individual,0
Nesshan,sedan,8,1992,"42,448 SAR",1995,"26,474 SAR",35470,13.44,2WD,standard,Makkah,7,3,Silver,individual,0
Fourd,sedan,4,2003,"103,447 SAR",2010,"44,223 SAR",146352,8.16,2WD,premium,Riyadh,8,3,White,individual,0
Shevy,sedan,6,1994,"61,828 SAR",1998,"28,148 SAR",155264,5.86,2WD,standard,Makkah,5,4,Black,individual,0
Fourd,suv,4,2006,"117,620 SAR",2014,"31,678 SAR",162850,4.3,2WD,standard,Riyadh,11,1,Black,company,1
Toyoda,sedan,6,1999,"58,511 SAR",2004,"31,490 SAR",88594,8.77,2WD,standard,Dammam,4,3,White,individual,0
Nesshan,sedan,4,1999,"68,263 SAR",1999,"50,963 SAR",763,18.51,2WD,premium,Makkah,6,4,White,individual,1
Shevy,suv,4,2003,"110,836 SAR",2006,"62,544 SAR",40200,6.87,2WD,standard,Makkah,6,1,White,individual,0
Nesshan,suv,4,2001,"127,838 SAR",2007,"66,277 SAR",273025,17.89,4WD,premium,Dammam,4,1,Gray,individual,1
Fourd,suv,8,2004,"113,052 SAR",2009,"50,137 SAR",216455,3.32,2WD,standard,Jeddah,6,3,Blue,individual,1
JournalMotors,suv,4,1999,"122,874 SAR",2003,"61,983 SAR",27906,6.88,4WD,standard,Jeddah,8,2,White,individual,0
Fourd,sedan,6,2004,"75,368 SAR",2009,"35,184 SAR",116173,6.49,2WD,standard,Madinah,4,1,Gray,individual,1
Masda,sedan,4,2003,"63,334 SAR",2010,"32,917 SAR",86193,18.99,4WD,standard,Dhahran,8,1,Blue,individual,0
Wolksvagon,suv,6,2002,"93,139 SAR",2008,"48,199 SAR",123897,5.62,2WD,standard,Madinah,10,1,Blue,company,0
Honta,sedan,4,2008,"58,272 SAR",2011,"42,199 SAR",109519,18.62,2WD,standard,Dhahran,3,2,Red,individual,0
Honta,crossover,4,2008,"97,897 SAR",2013,"55,563 SAR",112272,16.84,2WD,premium,Riyadh,5,1,White,company,1
Masda,sedan,6,2000,"49,734 SAR",2007,"22,324 SAR",85263,12.35,2WD,standard,Riyadh,4,4,Red,individual,0
Toyoda,sedan,4,1998,"57,364 SAR",2005,"34,633 SAR",165775,11.66,2WD,standard,Dammam,2,2,Blue,company,1
Masda,suv,4,2001,"91,313 SAR",2005,"50,911 SAR",57180,9.24,4WD,standard,Jeddah,5,2,Gray,individual,0
Huendae,suv,4,1999,"73,139 SAR",2004,"34,143 SAR",182749,13.06,2WD,standard,Riyadh,7,2,White,individual,0
Shevy,sedan,4,2004,"75,368 SAR",2006,"49,392 SAR",45670,7.38,2WD,standard,Riyadh,4,3,White,individual,1
Masda,sedan,4,2006,"67,211 SAR",2015,"20,007 SAR",205362,14.67,4WD,standard,Jeddah,6,1,Silver,individual,1
Wolksvagon,crossover,4,2004,"108,530 SAR",2007,"74,136 SAR",21603,10.12,2WD,premium,Dhahran,8,1,White,individual,0
Mercetes,suv,4,2000,"104,443 SAR",2001,"75,010 SAR",19320,4.43,2WD,standard,Dammam,12,2,Red,company,1
Huendae,sedan,4,1998,"47,803 SAR",2005,"24,845 SAR",139107,20.66,2WD,standard,Riyadh,4,2,Black,individual,0
JournalMotors,sedan,4,2001,"85,225 SAR",2003,"53,193 SAR",23673,11.15,4WD,standard,Dhahran,8,1,White,individual,0
Wolksvagon,suv,6,2002,"93,139 SAR",2005,"60,442 SAR",119774,8.52,2WD,standard,Riyadh,5,1,Red,individual,0
Fourd,sedan,8,1995,"63,065 SAR",1999,"35,347 SAR",86032,7.03,2WD,standard,Jeddah,2,2,Black,individual,0
Fourd,suv,4,2005,"115,313 SAR",2010,"53,831 SAR",61051,4.88,2WD,standard,Dhahran,10,2,White,individual,1
Shevy,sedan,6,2005,"76,875 SAR",2009,"38,779 SAR",31606,7.62,2WD,standard,Madinah,4,3,Gray,individual,0
Huendae,crossover,4,1999,"70,214 SAR",2000,"58,243 SAR",34596,17.65,4WD,standard,Jeddah,5,1,Gray,company,1
Honta,sedan,4,1997,"46,866 SAR",2000,"32,153 SAR",16080,20.26,2WD,standard,Dhahran,8,2,White,individual,0
Honta,suv,4,1999,"73,139 SAR",2007,"19,698 SAR",183460,9.81,2WD,standard,Dammam,5,4,Gray,individual,0
Nesshan,crossover,6,1994,"63,595 SAR",1999,"36,459 SAR",53050,10.86,4WD,standard,Riyadh,3,2,White,company,1
Masda,sedan,4,2001,"50,729 SAR",2008,"23,909 SAR",240450,11.69,2WD,standard,Dammam,5,3,Gray,individual,1
Nesshan,sedan,4,2000,"69,628 SAR",2005,"35,754 SAR",45323,21.77,2WD,premium,Madinah,7,4,Red,individual,0
Toyoda,sedan,4,1991,"69,914 SAR",1994,"47,758 SAR",62861,12.64,2WD,premium,Dhahran,4,2,Black,individual,0
Toyoda,sedan,4,1997,"56,239 SAR",2001,"36,250 SAR",161298,11.86,2WD,standard,Dhahran,1,2,Gray,individual,0
Mercetes,sedan,4,2001,"99,430 SAR",2003,"62,059 SAR",20565,4.93,2WD,premium,Jeddah,9,3,Silver,individual,0
Fourd,suv,4,1995,"94,597 SAR",2000,"44,160 SAR",66479,5.54,2WD,standard,Jeddah,6,1,Red,individual,1
Honta,suv,4,2003,"133,003 SAR",2007,"74,155 SAR",83763,11.27,4WD,premium,Jeddah,8,2,Black,individual,0
Fourd,suv,4,1999,"122,874 SAR",2000,"88,248 SAR",9957,5.52,4WD,standard,Dammam,7,3,Black,individual,1
Toyoda,sedan,4,1993,"62,348 SAR",1997,"48,860 SAR",45866,16.59,4WD,standard,Madinah,2,3,Gray,company,1
Toyoda,suv,4,2005,"98,840 SAR",2008,"64,141 SAR",61362,11.61,2WD,standard,Jeddah,9,4,Red,individual,0
Fourd,suv,4,2002,"130,395 SAR",2006,"65,777 SAR",93962,2.33,4WD,standard,Dhahran,4,3,Black,individual,0
Geep,crossover,4,2001,"85,225 SAR",2005,"42,991 SAR",50669,11.26,2WD,standard,Dammam,5,2,Black,individual,0
Huendae,suv,4,2004,"80,752 SAR",2008,"45,023 SAR",41667,10.47,2WD,standard,Riyadh,4,1,Blue,individual,0
JournalMotors,suv,4,2001,"106,532 SAR",2003,"66,491 SAR",39081,7.13,2WD,standard,Riyadh,5,2,Gray,individual,0
Toyoda,sedan,4,1998,"80,310 SAR",2005,"41,560 SAR",64370,13.06,2WD,premium,Dhahran,12,1,Gray,individual,0
JournalMotors,suv,8,2003,"110,836 SAR",2005,"69,005 SAR",75558,2.39,2WD,standard,Dhahran,5,3,Silver,individual,1
Toyoda,sedan,4,2002,"62,093 SAR",2004,"44,568 SAR",87446,9.92,2WD,standard,Dhahran,7,1,White,individual,0
JournalMotors,suv,4,2003,"133,003 SAR",2009,"66,335 SAR",119008,4.72,4WD,standard,Dhahran,0,2,Blue,individual,1
JournalMotors,suv,6,1992,"124,798 SAR",1995,"66,902 SAR",125354,5.47,2WD,premium,Jeddah,6,3,White,company,0
Masda,crossover,4,2000,"59,681 SAR",2001,"45,006 SAR",37183,9.23,2WD,standard,Makkah,5,2,White,company,1
Fourd,suv,8,2008,"171,320 SAR",2013,"76,168 SAR",94544,2.8,2WD,premium,Madinah,6,2,Black,individual,0
Toyoda,suv,4,2002,"93,139 SAR",2009,"48,199 SAR",75978,12.39,2WD,standard,Riyadh,4,2,Black,individual,0
JournalMotors,sedan,4,1994,"61,828 SAR",1996,"42,877 SAR",45326,9.22,2WD,standard,Jeddah,3,2,White,individual,0
Huendae,sedan,4,1999,"68,263 SAR",2005,"37,253 SAR",131852,20.53,2WD,premium,Makkah,7,2,White,individual,1
Fourd,sedan,8,2001,"99,430 SAR",2007,"47,229 SAR",45121,5.21,2WD,premium,Dhahran,1,2,Blue,individual,0
Masda,suv,6,2005,"82,367 SAR",2010,"40,475 SAR",93220,10.36,2WD,standard,Madinah,8,2,Silver,company,0
Toyoda,suv,4,2006,"141,144 SAR",2008,"106,641 SAR",15069,12.07,2WD,premium,Riyadh,7,1,Gray,individual,0
Toyoda,suv,4,1992,"91,688 SAR",1997,"54,829 SAR",101190,7.5,4WD,standard,Makkah,3,2,Silver,individual,0
Nesshan,sedan,4,1998,"57,364 SAR",2002,"35,181 SAR",75255,19.37,4WD,standard,Madinah,4,3,Red,individual,0
Shevy,sedan,8,2004,"90,442 SAR",2008,"45,623 SAR",75880,4.07,4WD,standard,Riyadh,4,3,Black,individual,0
Shevy,sedan,6,2004,"75,368 SAR",2012,"20,298 SAR",174316,4.98,2WD,standard,Dhahran,9,1,Brown,company,1
JournalMotors,sedan,4,1995,"63,065 SAR",2001,"26,960 SAR",121662,7.56,2WD,standard,Madinah,4,3,Silver,individual,0
Nesshan,crossover,4,2006,"67,211 SAR",2009,"51,234 SAR",33375,22.63,2WD,standard,Dhahran,3,2,Silver,individual,0
JournalMotors,sedan,6,2005,"107,626 SAR",2008,"60,733 SAR",58106,8.36,2WD,premium,Makkah,4,3,Red,individual,0
JournalMotors,suv,4,1999,"102,395 SAR",2003,"51,653 SAR",88278,4.69,2WD,standard,Dammam,13,1,White,individual,0
JournalMotors,sedan,4,2006,"131,734 SAR",2010,"66,453 SAR",41429,4.87,4WD,premium,Dammam,12,3,Silver,individual,0
Geep,sedan,4,1997,"78,735 SAR",2004,"39,269 SAR",157373,7.01,4WD,standard,Makkah,2,2,Blue,individual,1
Fourd,suv,4,1999,"102,395 SAR",2004,"45,524 SAR",107022,5.35,2WD,standard,Dammam,8,1,Black,individual,0
JournalMotors,suv,4,1999,"143,353 SAR",2005,"58,219 SAR",236205,8.12,2WD,premium,Jeddah,5,3,Gray,individual,0
Fourd,crossover,4,1998,"134,921 SAR",2002,"68,060 SAR",73518,5.45,4WD,premium,Dhahran,8,1,White,individual,0
JournalMotors,suv,8,2002,"108,662 SAR",2008,"48,775 SAR",120858,2.91,2WD,standard,Madinah,6,1,White,individual,1
Honta,sedan,4,2004,"53,834 SAR",2009,"29,099 SAR",73585,15.6,2WD,standard,Madinah,7,2,Gray,company,0
Mercetes,suv,4,1999,"143,353 SAR",2000,"97,808 SAR",47439,4.95,2WD,premium,Riyadh,10,3,Silver,individual,1
JournalMotors,suv,4,2006,"141,144 SAR",2012,"67,043 SAR",118118,5.99,4WD,standard,Dammam,2,1,Black,individual,0
Toyoda,crossover,6,2007,"98,720 SAR",2011,"66,981 SAR",46566,8.7,4WD,standard,Dhahran,2,2,Gray,individual,0
Huendae,sedan,6,2003,"63,334 SAR",2008,"32,522 SAR",94071,21.45,4WD,standard,Makkah,9,4,Black,company,0
Shevy,sedan,4,2002,"72,441 SAR",2006,"38,573 SAR",42210,12.27,2WD,standard,Dammam,2,4,Blue,individual,0
Nesshan,sedan,4,2002,"86,930 SAR",2005,"69,580 SAR",17457,19.02,4WD,premium,Madinah,2,3,Black,individual,1
JournalMotors,suv,4,2001,"106,532 SAR",2007,"43,265 SAR",57041,6.03,2WD,standard,Riyadh,7,4,Gray,individual,0
Masda,suv,6,2005,"82,367 SAR",2013,"25,880 SAR",332549,5.42,2WD,standard,Makkah,2,3,Gray,individual,1
JournalMotors,sedan,6,2000,"69,628 SAR",2003,"37,326 SAR",128143,5.19,2WD,standard,Riyadh,10,1,Silver,individual,0
Toyoda,suv,4,1998,"86,046 SAR",2004,"42,302 SAR",276948,9.16,2WD,standard,Dhahran,10,3,Blue,company,0
JournalMotors,crossover,4,2008,"117,477 SAR",2015,"50,221 SAR",129833,5.95,4WD,standard,Jeddah,4,2,Black,individual,0
JournalMotors,sedan,4,2008,"81,581 SAR",2012,"43,211 SAR",46201,8.25,2WD,standard,Riyadh,10,2,Blue,individual,1
Nesshan,suv,4,1992,"63,672 SAR",1998,"30,085 SAR",116006,14.13,2WD,standard,Jeddah,5,1,Silver,individual,0
Honta,sedan,4,1997,"56,239 SAR",1998,"51,964 SAR",22825,22.89,4WD,standard,Dammam,3,2,Silver,individual,0
Fourd,crossover,8,2006,"112,915 SAR",2014,"27,514 SAR",84837,5.81,4WD,standard,Dhahran,6,4,White,individual,0
Nesshan,suv,4,2004,"80,752 SAR",2010,"38,155 SAR",120218,10.37,2WD,standard,Makkah,7,2,Silver,individual,0
Nesshan,suv,4,1997,"84,359 SAR",2004,"39,859 SAR",136469,12.76,4WD,standard,Makkah,5,3,Black,individual,0
Masda,crossover,4,2003,"76,001 SAR",2009,"43,890 SAR",56700,19.38,4WD,standard,Riyadh,2,2,Black,individual,0
Fourd,crossover,4,1998,"80,310 SAR",2002,"42,537 SAR",28011,7.34,2WD,standard,Dhahran,4,1,Silver,individual,1
Toyoda,sedan,6,2008,"69,926 SAR",2013,"33,870 SAR",256223,9.68,2WD,standard,Dammam,7,2,Gray,individual,0
Masda,suv,4,2001,"76,094 SAR",2005,"44,783 SAR",180866,12.18,2WD,standard,Dammam,3,2,White,individual,0
Shevy,suv,4,1995,"132,436 SAR",2002,"56,616 SAR",84154,4.68,2WD,premium,Madinah,4,3,Silver,individual,0
JournalMotors,suv,8,2002,"108,662 SAR",2006,"54,814 SAR",24860,3.54,2WD,standard,Makkah,4,2,Blue,individual,0
Shevy,sedan,4,2000,"116,976 SAR",2007,"55,563 SAR",37770,9.38,4WD,premium,Dammam,0,2,Black,individual,0
Masda,crossover,4,2006,"112,915 SAR",2010,"66,103 SAR",78876,10.93,4WD,premium,Makkah,5,1,White,individual,1
JournalMotors,suv,8,2006,"117,620 SAR",2013,"52,796 SAR",51280,3.19,2WD,standard,Makkah,4,2,Black,company,1
Masda,sedan,4,2004,"53,834 SAR",2007,"37,306 SAR",41434,13.04,2WD,standard,Madinah,3,3,Gray,individual,0
Shevy,crossover,6,1999,"81,916 SAR",2006,"35,019 SAR",42264,4.02,2WD,standard,Riyadh,11,1,Black,individual,0
Toyoda,sedan,6,2006,"67,211 SAR",2010,"40,939 SAR",169515,9.11,2WD,standard,Riyadh,10,3,White,individual,1
Nesshan,sedan,4,1993,"51,956 SAR",1996,"35,645 SAR",61484,27.02,4WD,standard,Dammam,4,2,Black,individual,0
Shevy,suv,4,1996,"96,489 SAR",1998,"63,234 SAR",24813,3.23,2WD,standard,Riyadh,9,3,Blue,individual,1
JournalMotors,sedan,8,2003,"73,890 SAR",2007,"39,137 SAR",24452,4.3,2WD,standard,Jeddah,8,2,Gray,individual,1
Shevy,crossover,4,1996,"108,068 SAR",2001,"47,926 SAR",206637,3.59,2WD,premium,Makkah,4,2,Gray,individual,1
