Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Huendae,sedan,4,2006,"94,096 SAR",2010,"57,709 SAR",78616,16.43,4WD,premium,Jeddah,12,1,Black,individual,0
Honta,sedan,4,2008,"58,272 SAR",2011,"39,978 SAR",37125,20.21,2WD,standard,Makkah,6,2,Blue,company,0
Geep,suv,4,2006,"141,144 SAR",2013,"54,456 SAR",223569,7.79,4WD,standard,Makkah,7,4,Blue,individual,0
Huendae,suv,4,1995,"67,569 SAR",2000,"33,203 SAR",65584,11.62,2WD,standard,Jeddah,7,3,Silver,individual,0
Shevy,suv,4,1997,"137,787 SAR",1999,"95,555 SAR",38481,6.17,2WD,premium,Dhahran,1,3,Black,individual,0
Wolksvagon,suv,4,2004,"96,902 SAR",2011,"50,021 SAR",346865,12.97,2WD,standard,Jeddah,7,2,Gray,individual,1
JournalMotors,sedan,4,1995,"63,065 SAR",1999,"30,222 SAR",179285,5.73,2WD,standard,Dhahran,5,2,Gray,individual,0
Toyoda,crossover,8,2005,"94,886 SAR",2010,"53,621 SAR",42857,6.51,4WD,standard,Jeddah,5,1,Blue,individual,1
Toyoda,sedan,6,2006,"80,653 SAR",2013,"45,796 SAR",299159,17.75,4WD,standard,Makkah,5,2,Gray,company,1
JournalMotors,suv,4,1994,"92,742 SAR",1997,"49,717 SAR",52388,2.39,2WD,standard,Dhahran,7,4,Black,individual,0
Shevy,sedan,4,1999,"114,682 SAR",2003,"60,743 SAR",83378,8.29,4WD,premium,Makkah,12,2,Gray,individual,1
Fourd,sedan,4,2004,"75,368 SAR",2004,"54,129 SAR",834,8.31,2WD,standard,Makkah,3,2,Gray,individual,1
Masda,suv,4,2007,"119,972 SAR",2012,"65,504 SAR",48193,8.79,2WD,premium,Makkah,1,2,Silver,company,0
JournalMotors,suv,4,2005,"161,439 SAR",2008,"106,283 SAR",48988,8.85,2WD,premium,Madinah,3,2,Gray,individual,1
Shevy,sedan,4,2007,"111,974 SAR",2010,"70,207 SAR",45822,6.51,2WD,premium,Riyadh,3,2,White,individual,0
Masda,suv,6,2007,"102,833 SAR",2012,"50,532 SAR",94989,10.8,4WD,standard,Dhahran,11,3,Gray,individual,0
Wolksvagon,sedan,4,2005,"65,893 SAR",2008,"50,012 SAR",24233,8.86,2WD,standard,Madinah,2,2,White,individual,0
Huendae,suv,4,2008,"104,890 SAR",2017,"33,040 SAR",72279,12.59,4WD,standard,Madinah,2,3,Silver,individual,0
Toyoda,crossover,6,1994,"63,595 SAR",2001,"34,555 SAR",148107,9.95,2WD,standard,Riyadh,5,3,Gray,individual,1
Honta,suv,8,2000,"89,522 SAR",2005,"48,879 SAR",106371,8.12,4WD,standard,Dhahran,0,2,Blue,individual,0
Honta,suv,6,1996,"68,921 SAR",2002,"32,565 SAR",54518,8.07,2WD,standard,Madinah,5,2,Red,individual,0
Fourd,suv,4,2005,"161,439 SAR",2010,"79,750 SAR",95145,5.22,2WD,premium,Madinah,2,3,Gray,company,0
Nesshan,sedan,6,2005,"54,911 SAR",2011,"24,648 SAR",268324,12.16,2WD,standard,Jeddah,6,1,Black,individual,0
Nesshan,sedan,4,2006,"56,009 SAR",2009,"38,426 SAR",38764,17.81,2WD,standard,Makkah,9,1,Silver,individual,0
Mercetes,suv,4,2000,"104,443 SAR",2005,"46,435 SAR",89954,2.99,2WD,standard,Jeddah,5,3,Black,individual,0
Mercetes,suv,8,1999,"122,874 SAR",2006,"52,528 SAR",134028,3.16,4WD,standard,Riyadh,6,1,Gray,individual,0
Toyoda,suv,4,1994,"79,493 SAR",1998,"59,329 SAR",53794,15.02,2WD,standard,Makkah,2,2,Gray,individual,0
Honta,crossover,4,1998,"57,364 SAR",2004,"29,814 SAR",40962,22.87,2WD,standard,Madinah,11,2,White,individual,0
Toyoda,sedan,6,2000,"59,681 SAR",2005,"30,514 SAR",117906,12.75,2WD,standard,Dhahran,12,4,White,individual,0
JournalMotors,suv,4,1996,"135,085 SAR",1999,"76,228 SAR",35018,4.33,2WD,premium,Dhahran,13,1,Silver,company,0
Shevy,sedan,6,2004,"75,368 SAR",2010,"30,608 SAR",239136,5.38,2WD,standard,Dhahran,7,1,Black,individual,0
Wolksvagon,suv,4,2002,"156,474 SAR",2009,"76,926 SAR",295031,9.49,4WD,premium,Madinah,5,2,White,company,0
Honta,suv,4,2003,"95,002 SAR",2005,"65,373 SAR",83541,9.41,4WD,standard,Dammam,7,3,White,individual,1
Shevy,sedan,8,2007,"95,978 SAR",2011,"45,995 SAR",132253,5.11,4WD,standard,Madinah,13,3,Black,individual,0
Honta,suv,8,2001,"91,313 SAR",2005,"50,784 SAR",76647,10.66,4WD,standard,Makkah,9,4,Black,individual,1
Honta,suv,4,1996,"96,489 SAR",2002,"47,642 SAR",207575,15.2,2WD,premium,Dammam,7,3,Black,individual,0
Masda,crossover,4,2006,"67,211 SAR",2015,"21,171 SAR",202927,11.39,2WD,standard,Dhahran,1,2,Black,individual,0
JournalMotors,suv,4,2006,"117,620 SAR",2008,"77,083 SAR",23206,2.74,2WD,standard,Dhahran,8,1,Blue,individual,1
Fourd,suv,4,2004,"189,928 SAR",2006,"125,129 SAR",39279,5.62,4WD,premium,Dammam,2,4,Red,individual,0
Fourd,suv,4,1998,"100,387 SAR",2002,"50,640 SAR",67982,6.67,2WD,standard,Dammam,6,2,Blue,company,0
Nesshan,crossover,4,2007,"68,555 SAR",2011,"46,600 SAR",166461,16.22,2WD,standard,Jeddah,3,3,Silver,individual,1
Toyoda,crossover,6,1999,"70,214 SAR",2006,"36,436 SAR",268566,7.08,2WD,standard,Dammam,3,4,Black,individual,0
Toyoda,sedan,8,2005,"65,893 SAR",2011,"32,313 SAR",230734,10.53,2WD,standard,Dhahran,4,4,Silver,company,1
Huendae,sedan,4,1991,"41,616 SAR",1993,"31,579 SAR",41820,17.01,2WD,standard,Riyadh,8,2,Silver,individual,0
Fourd,suv,6,2002,"108,662 SAR",2007,"48,190 SAR",207265,4.39,2WD,standard,Madinah,5,1,White,individual,1
Shevy,suv,6,2000,"104,443 SAR",2007,"42,416 SAR",285550,4.87,2WD,standard,Dhahran,7,2,Gray,individual,0
JournalMotors,sedan,4,1996,"64,326 SAR",2001,"30,188 SAR",207889,10.79,2WD,standard,Madinah,3,1,Gray,company,0
Nesshan,crossover,4,2005,"65,893 SAR",2009,"36,738 SAR",80285,12.71,2WD,standard,Dhahran,10,1,White,individual,0
Masda,suv,8,2006,"100,817 SAR",2012,"50,017 SAR",122319,5.49,4WD,standard,Jeddah,5,1,Gray,individual,1
Mercetes,sedan,6,1999,"68,263 SAR",2000,"49,285 SAR",47073,2.84,2WD,standard,Madinah,2,3,Black,individual,0
Masda,suv,8,2005,"115,313 SAR",2005,"87,176 SAR",1065,9.33,2WD,premium,Dammam,2,3,Black,individual,0
Toyoda,sedan,4,2000,"71,618 SAR",2003,"56,505 SAR",32227,18.72,4WD,standard,Madinah,7,1,Black,individual,1
JournalMotors,crossover,4,2001,"85,225 SAR",2004,"53,436 SAR",26581,3.49,2WD,standard,Dammam,1,2,Silver,individual,0
Fourd,sedan,4,2001,"99,430 SAR",2008,"42,506 SAR",103917,7.49,2WD,premium,Makkah,4,2,Black,individual,0
Honta,crossover,6,2003,"63,334 SAR",2005,"45,875 SAR",27788,12.21,2WD,standard,Madinah,6,2,Silver,company,1
Toyoda,sedan,4,2006,"67,211 SAR",2009,"45,911 SAR",38512,13.55,2WD,standard,Riyadh,11,3,Silver,company,0
Honta,crossover,6,2002,"74,511 SAR",2004,"48,831 SAR",88050,10.08,4WD,standard,Madinah,6,1,Gray,individual,0
Toyoda,sedan,4,2007,"68,555 SAR",2012,"38,741 SAR",43194,14.27,2WD,standard,Makkah,4,2,Red,individual,1
Shevy,suv,4,2002,"108,662 SAR",2009,"48,775 SAR",355722,5.39,2WD,standard,Dammam,1,2,Black,individual,1
Wolksvagon,sedan,6,1997,"56,239 SAR",2006,"17,462 SAR",185650,12.04,2WD,standard,Dhahran,7,2,Gray,individual,0
Mercetes,sedan,4,2004,"75,368 SAR",2007,"44,892 SAR",131928,5.41,2WD,standard,Jeddah,3,3,Red,individual,0
Masda,sedan,4,1992,"50,937 SAR",1997,"27,533 SAR",105558,21.68,4WD,standard,Dhahran,8,2,Blue,individual,0
Masda,suv,6,2003,"79,168 SAR",2009,"39,277 SAR",114111,7.24,2WD,standard,Jeddah,5,3,Red,company,1
Toyoda,suv,8,2002,"93,139 SAR",2003,"80,975 SAR",24128,7.12,2WD,standard,Riyadh,9,1,Gray,company,1
Toyoda,suv,4,1995,"81,083 SAR",2000,"43,529 SAR",198706,13.5,2WD,standard,Madinah,13,2,Red,individual,1
Nesshan,suv,8,2002,"93,139 SAR",2007,"43,480 SAR",213125,7.92,4WD,standard,Makkah,9,2,Silver,individual,0
Fourd,sedan,8,2004,"75,368 SAR",2004,"46,396 SAR",1278,6.43,2WD,standard,Jeddah,12,3,Silver,individual,0
Nesshan,crossover,4,2003,"63,334 SAR",2006,"41,476 SAR",49127,11.23,2WD,standard,Makkah,8,2,Black,company,1
Toyoda,sedan,8,2003,"106,402 SAR",2007,"64,811 SAR",156619,8.3,4WD,premium,Dammam,10,2,Silver,individual,1
JournalMotors,suv,6,1996,"115,787 SAR",2004,"32,999 SAR",128788,3.72,4WD,standard,Dammam,2,3,Blue,individual,0
Fourd,crossover,4,2004,"90,442 SAR",2007,"53,588 SAR",32204,9.2,2WD,standard,Dhahran,5,2,White,individual,1
Masda,sedan,4,2001,"60,875 SAR",2004,"43,852 SAR",27050,17.25,4WD,standard,Dhahran,4,3,Black,individual,1
Toyoda,suv,4,1999,"87,767 SAR",2001,"66,312 SAR",23297,12.15,2WD,standard,Makkah,7,3,Blue,individual,0
Huendae,sedan,4,2005,"54,911 SAR",2009,"33,677 SAR",81240,20.2,2WD,standard,Makkah,10,2,Gray,company,0
JournalMotors,suv,4,2004,"113,052 SAR",2006,"70,385 SAR",84733,5.76,2WD,standard,Riyadh,6,1,Silver,individual,1
JournalMotors,crossover,4,1996,"92,630 SAR",1998,"64,238 SAR",49415,5.4,4WD,standard,Jeddah,2,1,Gray,individual,0
Honta,suv,4,1994,"66,244 SAR",1999,"39,786 SAR",97481,16.02,2WD,standard,Jeddah,3,2,Black,individual,0
Shevy,sedan,8,2002,"72,441 SAR",2003,"55,055 SAR",20229,6.59,2WD,standard,Makkah,2,1,White,company,0
JournalMotors,crossover,4,2002,"86,930 SAR",2006,"43,851 SAR",82700,8.27,2WD,standard,Makkah,8,2,Blue,company,0
Fourd,sedan,4,2002,"72,441 SAR",2008,"29,420 SAR",208534,6.13,2WD,standard,Riyadh,5,2,Black,individual,0
Honta,suv,4,2005,"98,840 SAR",2006,"74,723 SAR",8023,11.63,4WD,standard,Makkah,4,2,Black,individual,0
Toyoda,sedan,4,2001,"60,875 SAR",2006,"36,039 SAR",44390,21.83,2WD,standard,Dammam,11,3,White,individual,0
Fourd,sedan,6,2007,"95,978 SAR",2011,"48,416 SAR",36584,6.41,4WD,standard,Dhahran,12,1,Silver,individual,0
JournalMotors,crossover,8,2000,"83,554 SAR",2001,"63,501 SAR",11522,3.98,2WD,standard,Dhahran,3,2,White,individual,0
Mercetes,suv,4,1994,"111,291 SAR",1998,"62,222 SAR",149000,7.07,4WD,standard,Makkah,1,1,White,company,1
Nesshan,suv,4,1996,"82,705 SAR",2000,"46,112 SAR",212043,11.99,4WD,standard,Jeddah,3,2,Gray,individual,0
Nesshan,suv,8,2005,"82,367 SAR",2012,"38,821 SAR",260637,7.8,2WD,standard,Makkah,4,2,Blue,individual,1
Fourd,suv,4,2001,"149,145 SAR",2004,"88,370 SAR",36304,5.5,2WD,premium,Dhahran,6,2,Brown,company,1
JournalMotors,sedan,4,2002,"72,441 SAR",2006,"40,603 SAR",48062,11.33,2WD,standard,Madinah,1,3,White,individual,0
Honta,crossover,4,1994,"52,995 SAR",1998,"34,127 SAR",35415,22.94,2WD,standard,Makkah,6,3,Black,individual,1
Masda,sedan,4,2005,"65,893 SAR",2010,"32,379 SAR",56184,14.49,4WD,standard,Madinah,6,1,Silver,individual,0
Honta,suv,4,2007,"102,833 SAR",2010,"70,550 SAR",69758,17.54,4WD,standard,Riyadh,4,2,White,individual,0
Toyoda,suv,4,2000,"107,427 SAR",2002,"81,166 SAR",41191,8.45,4WD,standard,Dammam,5,1,Gray,individual,0
Honta,suv,6,2005,"82,367 SAR",2010,"40,475 SAR",98956,9.16,2WD,standard,Madinah,5,3,Gray,individual,0
Fourd,suv,8,1994,"155,807 SAR",1999,"72,735 SAR",108519,4.71,4WD,premium,Jeddah,6,3,Red,company,1
JournalMotors,sedan,6,1991,"69,914 SAR",1992,"47,821 SAR",7976,5.76,4WD,standard,Jeddah,5,3,Black,individual,0
Huendae,suv,4,2004,"80,752 SAR",2011,"41,970 SAR",71341,15.8,2WD,standard,Madinah,8,3,White,individual,0
Fourd,suv,8,2003,"110,836 SAR",2004,"84,235 SAR",11639,2.12,2WD,standard,Dammam,0,2,Blue,individual,0
Fourd,suv,6,2003,"110,836 SAR",2003,"68,230 SAR",783,2.36,2WD,standard,Riyadh,8,2,Silver,individual,0
Shevy,crossover,4,2005,"92,251 SAR",2010,"41,014 SAR",82944,6.93,2WD,standard,Dammam,5,2,White,company,0
Honta,suv,6,2006,"84,014 SAR",2009,"61,132 SAR",35397,12.99,2WD,standard,Dammam,3,3,Blue,company,1
Shevy,suv,4,2006,"197,602 SAR",2010,"104,664 SAR",46452,2.8,4WD,premium,Jeddah,6,3,Gray,individual,1
JournalMotors,sedan,4,1998,"93,695 SAR",2001,"55,515 SAR",54613,5.24,2WD,premium,Jeddah,6,3,Silver,individual,1
Toyoda,suv,4,2006,"100,817 SAR",2011,"51,546 SAR",213825,10.63,2WD,standard,Jeddah,4,2,Gray,individual,0
Fourd,sedan,8,2005,"129,151 SAR",2007,"80,609 SAR",24769,5.86,4WD,premium,Jeddah,8,1,Black,individual,0
BeEmW,sedan,6,1990,"57,120 SAR",1997,"27,132 SAR",57622,5.67,2WD,standard,Riyadh,0,1,White,company,0
Wolksvagon,crossover,4,2006,"80,653 SAR",2008,"67,031 SAR",42797,16.09,2WD,standard,Dhahran,8,3,Red,individual,0
Shevy,suv,6,2006,"117,620 SAR",2009,"70,060 SAR",30963,5.51,2WD,standard,Makkah,2,4,Silver,individual,0
Shevy,suv,4,1994,"92,742 SAR",1999,"43,294 SAR",65763,6.36,2WD,standard,Madinah,5,1,White,individual,1
Mercetes,sedan,4,2005,"129,151 SAR",2009,"65,150 SAR",42261,12.55,4WD,premium,Makkah,7,2,Black,individual,0
Wolksvagon,sedan,4,2002,"74,511 SAR",2003,"75,405 SAR",9349,19.11,4WD,standard,Dammam,3,2,Blue,individual,0
Honta,sedan,6,2003,"52,779 SAR",2010,"27,431 SAR",78264,22.38,2WD,standard,Jeddah,11,2,Gray,company,0
Fourd,sedan,4,2005,"76,875 SAR",2010,"34,178 SAR",119397,11.2,2WD,standard,Madinah,10,2,White,individual,0
JournalMotors,suv,6,2002,"130,395 SAR",2006,"65,960 SAR",161542,4.18,4WD,standard,Dhahran,1,4,Blue,company,0
Shevy,suv,4,2006,"117,620 SAR",2012,"50,282 SAR",129117,3.85,2WD,standard,Dammam,4,2,White,individual,0
Shevy,suv,8,2006,"141,144 SAR",2010,"67,640 SAR",178949,2.92,4WD,standard,Jeddah,9,2,White,company,0
Honta,suv,4,2005,"82,367 SAR",2012,"47,566 SAR",52904,15.35,2WD,standard,Makkah,3,1,Blue,company,0
Nesshan,crossover,8,2007,"68,555 SAR",2008,"54,418 SAR",24035,10.42,2WD,standard,Dammam,9,1,Black,individual,1
Fourd,suv,6,2002,"152,128 SAR",2007,"64,254 SAR",192418,3.8,2WD,premium,Makkah,8,3,Gray,company,0
JournalMotors,sedan,6,1991,"58,262 SAR",1995,"29,390 SAR",82718,6.15,2WD,standard,Madinah,7,2,Silver,individual,0
Geep,suv,4,2002,"130,395 SAR",2006,"65,777 SAR",70946,5.82,4WD,standard,Riyadh,13,2,White,individual,0
Fourd,sedan,4,2008,"97,897 SAR",2013,"45,701 SAR",27980,10.81,4WD,standard,Dhahran,8,3,White,individual,1
Toyoda,suv,4,2001,"91,313 SAR",2004,"69,133 SAR",122080,11.04,2WD,standard,Jeddah,1,1,Black,company,1
JournalMotors,suv,4,1998,"140,542 SAR",2002,"70,896 SAR",73828,4.96,2WD,premium,Madinah,4,2,Gray,individual,0
Nesshan,sedan,4,1990,"57,120 SAR",1998,"20,781 SAR",87941,22.6,2WD,premium,Dammam,0,1,Black,individual,1
Fourd,suv,4,2004,"113,052 SAR",2009,"50,262 SAR",88875,9.41,2WD,standard,Riyadh,14,3,White,company,0
Toyoda,suv,8,2005,"98,840 SAR",2010,"50,535 SAR",66186,5.7,2WD,standard,Dhahran,7,4,White,individual,0
Masda,crossover,4,1997,"56,239 SAR",2002,"32,241 SAR",39637,10.44,2WD,standard,Makkah,2,3,Blue,individual,1
JournalMotors,crossover,4,2002,"86,930 SAR",2009,"41,188 SAR",307473,8.08,2WD,standard,Dammam,2,3,Silver,individual,1
Wolksvagon,crossover,4,2001,"122,725 SAR",2004,"97,805 SAR",31441,9.37,4WD,premium,Riyadh,3,2,Black,individual,1
Fourd,sedan,4,2003,"73,890 SAR",2012,"17,057 SAR",489460,5.04,2WD,standard,Dammam,5,3,Gray,individual,0
Toyoda,crossover,4,2005,"94,886 SAR",2008,"71,298 SAR",25942,19.0,4WD,standard,Riyadh,5,2,Gray,individual,0
Nesshan,crossover,4,2001,"60,875 SAR",2005,"43,557 SAR",36192,21.5,2WD,standard,Riyadh,3,1,White,individual,1
Fourd,sedan,4,1995,"105,949 SAR",1999,"53,445 SAR",47385,6.48,4WD,premium,Madinah,10,3,White,company,0
Mercetes,suv,4,2001,"149,145 SAR",2008,"66,947 SAR",54469,4.58,2WD,premium,Dammam,5,2,Black,individual,1
Nesshan,suv,4,2009,"124,819 SAR",2014,"61,336 SAR",113491,13.25,2WD,premium,Madinah,10,2,Silver,individual,0
Shevy,suv,6,2005,"115,313 SAR",2009,"55,261 SAR",154086,3.27,2WD,standard,Dhahran,11,2,Blue,individual,0
Toyoda,suv,4,2002,"93,139 SAR",2010,"27,473 SAR",304592,10.74,2WD,standard,Madinah,7,1,Red,individual,0
Toyoda,sedan,4,2003,"63,334 SAR",2006,"52,877 SAR",24684,15.5,2WD,standard,Madinah,3,2,Gray,company,0
Honta,sedan,8,2004,"75,368 SAR",2010,"35,611 SAR",119230,12.89,2WD,premium,Makkah,5,2,Brown,company,0
Masda,suv,4,1996,"68,921 SAR",1996,"54,709 SAR",567,11.14,2WD,standard,Makkah,1,2,White,individual,1
Honta,sedan,4,2009,"83,213 SAR",2011,"66,652 SAR",80475,24.35,2WD,premium,Makkah,3,1,Blue,individual,0
Toyoda,crossover,4,2004,"77,522 SAR",2008,"52,598 SAR",74015,11.3,2WD,standard,Madinah,1,2,Gray,individual,0
Toyoda,suv,6,2005,"98,840 SAR",2011,"53,991 SAR",225878,12.02,2WD,standard,Dammam,1,2,Silver,individual,0
Honta,sedan,8,2004,"75,368 SAR",2009,"37,035 SAR",95486,10.49,2WD,premium,Riyadh,12,2,Black,individual,0
Fourd,suv,4,2004,"113,052 SAR",2004,"69,594 SAR",1014,6.21,2WD,standard,Riyadh,8,1,White,individual,0
Masda,crossover,4,2005,"65,893 SAR",2008,"43,152 SAR",54180,10.36,2WD,standard,Makkah,5,2,Blue,individual,1
Wolksvagon,suv,4,2007,"123,400 SAR",2011,"71,586 SAR",162856,11.46,4WD,standard,Dammam,4,2,White,company,0
JournalMotors,suv,8,2008,"122,372 SAR",2017,"31,388 SAR",110583,2.28,2WD,standard,Dammam,6,1,Red,individual,0
Toyoda,suv,4,1995,"81,083 SAR",1999,"47,037 SAR",192902,10.84,2WD,standard,Jeddah,12,3,Red,individual,0
Fourd,sedan,8,2004,"90,442 SAR",2007,"50,908 SAR",140212,4.66,4WD,standard,Jeddah,4,3,Red,individual,1
Fourd,suv,4,2000,"104,443 SAR",2002,"61,928 SAR",35392,4.32,2WD,standard,Dammam,12,4,Black,individual,0
Shevy,crossover,6,2006,"131,734 SAR",2007,"90,106 SAR",20685,5.3,2WD,premium,Jeddah,5,2,Silver,individual,0
Huendae,crossover,4,2004,"77,522 SAR",2010,"40,699 SAR",124565,14.18,4WD,standard,Dhahran,3,2,White,company,0
Huendae,crossover,8,2001,"60,875 SAR",2005,"33,940 SAR",73857,12.16,2WD,standard,Madinah,10,1,Brown,individual,0
JournalMotors,sedan,4,2001,"71,021 SAR",2002,"48,578 SAR",7782,5.55,2WD,standard,Dhahran,5,2,Silver,individual,0
Huendae,sedan,4,2002,"72,441 SAR",2006,"44,317 SAR",46380,15.96,2WD,premium,Riyadh,7,4,White,company,1
JournalMotors,crossover,6,1995,"90,813 SAR",2000,"38,260 SAR",202145,6.23,4WD,standard,Riyadh,6,4,Gray,individual,1
Masda,suv,4,2001,"76,094 SAR",2002,"63,759 SAR",38047,13.9,2WD,standard,Madinah,0,1,White,individual,1
Honta,suv,4,2002,"93,139 SAR",2008,"46,208 SAR",43017,9.76,4WD,standard,Dammam,4,2,White,individual,1
Huendae,sedan,4,2000,"59,681 SAR",2007,"31,019 SAR",76143,20.08,4WD,standard,Dammam,5,3,Blue,individual,0
Shevy,sedan,6,2002,"101,418 SAR",2007,"50,100 SAR",89866,7.5,2WD,premium,Makkah,3,2,Gray,individual,0
Toyoda,sedan,4,2003,"88,668 SAR",2006,"60,569 SAR",53412,12.92,2WD,premium,Jeddah,10,2,Red,individual,0
JournalMotors,crossover,4,2004,"108,530 SAR",2007,"61,243 SAR",35107,6.17,4WD,standard,Makkah,11,2,Brown,individual,0
Fourd,sedan,6,2000,"97,480 SAR",2004,"49,173 SAR",30728,8.81,2WD,premium,Makkah,5,1,Blue,individual,0
Huendae,suv,4,1991,"62,424 SAR",1995,"42,432 SAR",183538,15.57,2WD,standard,Riyadh,3,1,Black,individual,1
Masda,sedan,4,2004,"53,834 SAR",2006,"40,748 SAR",96911,18.16,2WD,standard,Makkah,12,2,Silver,individual,1
JournalMotors,suv,4,2006,"141,144 SAR",2011,"59,614 SAR",188247,5.79,4WD,standard,Dhahran,6,1,Red,individual,0
BeEmW,suv,4,2007,"201,554 SAR",2009,"132,089 SAR",14490,5.56,4WD,premium,Madinah,8,3,Black,individual,1
Honta,crossover,4,2006,"94,096 SAR",2007,"78,250 SAR",19557,19.76,2WD,premium,Dhahran,9,3,Silver,individual,0
Fourd,crossover,4,2004,"151,943 SAR",2007,"95,030 SAR",145679,5.61,4WD,premium,Dammam,1,2,Gray,individual,1
Fourd,sedan,4,1992,"59,427 SAR",1994,"38,945 SAR",37392,12.66,2WD,standard,Riyadh,4,3,Black,individual,1
JournalMotors,sedan,4,2004,"90,442 SAR",2006,"53,626 SAR",13180,8.82,4WD,standard,Jeddah,5,4,White,individual,0
Honta,sedan,4,2003,"52,779 SAR",2007,"37,764 SAR",93686,17.58,2WD,standard,Dhahran,1,2,Red,individual,1
Shevy,sedan,4,2005,"76,875 SAR",2006,"52,582 SAR",13620,6.25,2WD,standard,Madinah,4,3,Silver,individual,0
Honta,suv,6,1999,"73,139 SAR",2001,"50,454 SAR",36471,12.57,2WD,standard,Dammam,11,2,Gray,individual,0
Geep,sedan,6,1999,"68,263 SAR",2000,"46,691 SAR",6654,3.4,2WD,standard,Dammam,9,2,Black,individual,0
Masda,suv,4,1993,"64,945 SAR",1998,"31,913 SAR",120974,8.92,2WD,standard,Makkah,12,2,Black,individual,0
Masda,sedan,4,1999,"48,759 SAR",2005,"26,609 SAR",105388,23.4,2WD,standard,Jeddah,6,2,Brown,individual,1
Huendae,suv,4,1999,"73,139 SAR",2000,"52,528 SAR",12642,12.64,2WD,standard,Riyadh,7,4,Silver,company,0
Nesshan,sedan,4,2007,"79,981 SAR",2008,"77,597 SAR",9141,24.29,2WD,premium,Riyadh,1,2,White,individual,1
Honta,suv,4,2008,"87,408 SAR",2016,"27,533 SAR",89556,14.41,2WD,standard,Riyadh,2,2,Blue,individual,0
Wolksvagon,suv,4,1993,"77,935 SAR",1996,"53,237 SAR",63278,8.49,2WD,standard,Dhahran,6,3,Silver,company,0
Shevy,sedan,6,1999,"68,263 SAR",2004,"31,867 SAR",95130,4.95,2WD,standard,Dammam,13,3,Black,individual,1
JournalMotors,suv,4,2006,"117,620 SAR",2010,"62,300 SAR",52414,6.36,2WD,standard,Madinah,4,1,Gray,individual,1
Huendae,suv,4,2003,"79,168 SAR",2003,"53,865 SAR",1029,12.5,2WD,standard,Dammam,9,1,Black,individual,0
JournalMotors,crossover,4,2007,"115,173 SAR",2010,"75,824 SAR",59855,4.86,4WD,standard,Jeddah,3,1,Gray,individual,1
Honta,crossover,8,2006,"67,211 SAR",2014,"18,101 SAR",370151,6.65,2WD,standard,Dammam,5,3,Silver,company,0
Toyoda,suv,4,2006,"100,817 SAR",2011,"60,137 SAR",187832,11.05,2WD,standard,Makkah,3,2,Gray,individual,1
Shevy,sedan,4,2008,"81,581 SAR",2010,"53,747 SAR",77500,12.81,2WD,standard,Riyadh,2,2,Black,individual,0
Fourd,sedan,4,1995,"75,678 SAR",1998,"40,569 SAR",141806,7.76,4WD,standard,Madinah,6,2,Black,individual,0
Toyoda,suv,6,2002,"93,139 SAR",2006,"56,875 SAR",77304,8.91,2WD,standard,Jeddah,10,2,Silver,individual,0
Nesshan,suv,6,2004,"80,752 SAR",2008,"42,772 SAR",76481,10.61,2WD,standard,Dhahran,5,4,White,individual,0
Masda,sedan,8,2007,"79,981 SAR",2014,"37,791 SAR",45618,6.84,2WD,premium,Madinah,6,1,Blue,individual,0
Honta,suv,8,1999,"73,139 SAR",2000,"52,528 SAR",43189,10.41,2WD,standard,Dhahran,7,2,White,individual,0
Wolksvagon,suv,8,2003,"95,002 SAR",2009,"49,040 SAR",285130,5.0,2WD,standard,Jeddah,9,1,Silver,individual,1
Fourd,crossover,8,2001,"102,271 SAR",2003,"60,640 SAR",90718,3.74,4WD,standard,Jeddah,12,2,Black,individual,0
Huendae,suv,4,2003,"95,002 SAR",2007,"58,853 SAR",83619,10.02,4WD,standard,Dhahran,3,2,White,individual,0
Masda,crossover,4,2009,"71,325 SAR",2017,"21,231 SAR",153711,12.13,2WD,standard,Dammam,8,2,Black,individual,1
Shevy,sedan,4,1996,"77,191 SAR",2003,"31,349 SAR",271594,3.77,4WD,standard,Dammam,6,2,Silver,individual,0
Toyoda,crossover,4,2003,"106,402 SAR",2009,"52,309 SAR",264871,11.9,2WD,premium,Riyadh,9,3,Red,individual,0
Fourd,crossover,4,1998,"80,310 SAR",2004,"38,051 SAR",260008,5.67,2WD,standard,Makkah,2,3,Black,individual,1
Masda,sedan,4,2001,"71,021 SAR",2003,"51,443 SAR",40531,11.43,2WD,premium,Dammam,5,3,Black,individual,1
Toyoda,crossover,6,2007,"115,173 SAR",2010,"82,215 SAR",33128,15.11,2WD,premium,Madinah,6,4,Gray,individual,0
Toyoda,sedan,4,2000,"71,618 SAR",2002,"56,545 SAR",80406,20.45,4WD,standard,Dammam,7,2,Black,individual,0
JournalMotors,sedan,8,1999,"68,263 SAR",2001,"42,606 SAR",24692,7.32,2WD,standard,Makkah,8,1,Silver,individual,0
JournalMotors,suv,8,2001,"149,145 SAR",2005,"71,474 SAR",175560,3.04,2WD,premium,Jeddah,9,3,Black,individual,0
JournalMotors,crossover,4,1998,"112,434 SAR",2004,"50,468 SAR",62570,6.52,2WD,premium,Madinah,7,2,Gray,company,1
